"","Date","CPI","Silver"
"511",1767,3.1818661,64.125
"512",1768,3.1456763,66
"513",1769,2.8878484,66.25
"514",1770,2.8758178,66
"515",1771,3.1215172,66.75
"516",1772,3.4558327,64
"517",1773,3.4437043,61.5
"518",1774,3.4758838,63.25
"519",1775,3.2826107,63.5
"520",1776,3.2101333,66.5
"521",1777,3.1980048,68.5
"522",1778,3.3269188,61.25
"523",1779,3.0449317,62.5
"524",1780,2.9402748,66
"525",1781,3.0610704,67.5
"526",1782,3.0610704,67.5
"527",1783,3.1167245,63.25
"528",1784,3.0346617,60.5
"529",1785,2.8676995,61.25
"530",1786,2.8149798,61.5
"531",1787,2.8970426,61.75
"532",1788,2.9790076,62
"533",1789,3.1459698,60.75
"534",1790,3.2543436,61.75
"535",1791,3.1459698,63
"536",1792,3.0903157,63
"537",1793,3.3099976,60
"538",1794,3.3920604,60.5
"539",1795,4.0276316,65.2
"540",1796,4.2210025,65
"541",1797,3.6673964,60.5
"542",1798,3.6146766,60.5
"543",1799,4.1096944,68
"544",1800,5.5157172,68
"545",1801,6.163319,71
"546",1802,4.7447766,67
"547",1803,4.4631808,68
"548",1804,4.6075487,65
"549",1805,5.3537434,70
"550",1806,5.1179228,70
"551",1807,5.0228512,66
"552",1808,5.1953885,66
"553",1809,5.6987202,66
"554",1810,5.8782021,66
"555",1811,5.7092837,74
"556",1812,6.4625207,76
"557",1813,6.6208755,83
"558",1814,5.7797071,67.125
"559",1815,5.163698,68.375
"560",1816,4.7306919,61.125
"561",1817,5.3713492,63
"562",1818,5.3854339,64.5
"563",1819,5.2516294,62
"564",1820,4.7623824,59.5
"565",1821,4.1886273,59.5
"566",1822,3.6220124,59.5
"567",1823,3.8683965,59
"568",1824,4.1991908,60.5
"569",1825,4.9278774,61.25
"570",1826,4.6568451,59.5
"571",1827,4.3541223,60.25
"572",1828,4.2273602,59.875
"573",1829,4.1851062,59.375
"574",1830,4.0337937,59.75
"575",1831,4.4351092,60.125
"576",1832,4.1077382,58.75
"577",1833,3.857833,59.875
"578",1834,3.5586313,59.8125
"579",1835,3.6184912,59.625
"580",1836,4.0161878,59.9375
"581",1837,4.1147806,59.5
"582",1838,4.1429499,60.25
"583",1839,4.4455749,60.25
"584",1840,4.5265618,60.375
"585",1841,4.4210245,59.75
"586",1842,4.0866112,59.1875
"587",1843,3.6255336,59.25
"588",1844,3.6220124,59.5
"589",1845,3.7979731,59.1875
"590",1846,3.9492856,60.125
"591",1847,4.4245457,59.125
"592",1848,3.8895235,59.5
"593",1849,3.6430416,59.5625
"594",1850,3.412098,61.5
"595",1851,3.2902374,60.75
"596",1852,3.2902374,61.3125
"597",1853,3.6151991,61.75
"598",1854,4.1432619,61.375
"599",1855,4.2651225,61.375
"600",1856,4.2651225,61.625
"601",1857,4.0620214,62.1875
"602",1858,3.6964395,61.5
"603",1859,3.6558193,62
"604",1860,3.7776799,61.3125
"605",1861,3.8589204,61.125
"606",1862,3.7776799,61.5625
"607",1863,3.6558193,61.5625
"608",1864,3.6151991,61.375
"609",1865,3.6558193,61.71875
"610",1866,3.8589204,60.8125
"611",1867,4.1026416,60.4375
"612",1868,4.0620214,60.8125
"613",1869,3.8589204,60.5
"614",1870,3.8589204,60.5625
"615",1871,3.8995406,61.1875
"616",1872,4.0620214,59.625
"617",1873,4.2245023,58.03125
"618",1874,4.0620214,57.5
"619",1875,3.980781,56.25
"620",1876,3.980781,56.875
"621",1877,3.9401608,54
"622",1878,3.8589204,49.78125
"623",1879,3.6964395,52.6875
"624",1880,3.8183001,51.8125
"625",1881,3.7776799,51.875
"626",1882,3.8183001,50.4375
"627",1883,3.7776799,50.75
"628",1884,3.6964395,49.6875
"629",1885,3.5745789,47.1875
"630",1886,3.5339586,45.6875
"631",1887,3.4933384,44.46875
"632",1888,3.5339586,42.59375
"633",1889,3.5745789,44.0625
"634",1890,3.5745789,48.375
"635",1891,3.6151991,43.875
"636",1892,3.6151991,38.5
"637",1893,3.5745789,32.03125
"638",1894,3.5339586,27.84375
"639",1895,3.4933384,30.34375
"640",1896,3.4527182,29.90625
"641",1897,3.5339586,26.84375
"642",1898,3.5339586,27.4375
"643",1899,3.5745789,27.125
"644",1900,3.7370597,29.6875
"645",1901,3.7370597,25.34375
"646",1902,3.7370597,21.90625
"647",1903,3.7776799,25.71875
"648",1904,3.7776799,27.96875
"649",1905,3.7776799,30.15625
"650",1906,3.7776799,31.96875
"651",1907,3.8183001,25.46875
"652",1908,3.8183001,22.78125
"653",1909,3.8589204,23.9375
"654",1910,3.8995406,25.28125
"655",1911,3.8995406,25.375
"656",1912,4.0214012,29.21875
"657",1913,3.980781,26.59375
"658",1914,3.9807805,22.8125
"659",1915,4.8592146,26.40625
"660",1916,5.9390401,36.46875
"661",1917,6.6589237,43.125
"662",1918,7.9187201,48.59375
"663",1919,8.0987888,76.3125
"664",1920,9.5384583,41.8125
"665",1921,6.9109808,43.125
"666",1922,6.4069644,48.5938
"667",1923,6.3709702,76.125
"668",1924,6.4790506,32.753
"669",1925,6.2989819,31.835
"670",1926,6.2989819,24.8125
"671",1927,6.0470226,26.71875
"672",1928,6.0110284,26.4375
"673",1929,5.9750342,22
"674",1930,5.5071099,15.34375
"675",1931,5.2912426,19.90625
"676",1932,5.1123476,17.1875
"677",1933,5.1123476,18.75
"678",1934,5.1477549,24.34375
"679",1935,5.289482,25.34375
"680",1936,5.4370777,21.125
"681",1937,5.7263027,19
"682",1938,5.5788048,20.09375
"683",1939,6.2635746,23.263
"684",1940,7.0545663,23.015
"685",1941,7.202162,23.5
"686",1942,7.1430846,23.5
"687",1943,7.1430846,23.5
"688",1944,7.2611416,23.5
"689",1945,7.3166,44
"690",1946,7.3166,55.5
"691",1947,7.5873208,45
"692",1948,7.9604677,42.5
"693",1949,8.2384987,64
"694",1950,8.5018966,70
"695",1951,9.5262215,77
"696",1952,10.1307561,72.577
"697",1953,10.2373956,73.821
"698",1954,10.6445647,74.25
"699",1955,11.265013,78.231
"700",1956,11.6079252,80.099
"701",1957,12.1467844,77.325
"702",1958,12.371309,76.167
"703",1959,12.371309,80.25
"704",1960,12.5958337,79.463
"705",1961,13.1459191,87.138
"706",1962,13.4942118,103.224
"707",1963,13.7448374,111.75
"708",1964,14.4043785,112.125
"709",1965,15.0507289,111.375
"710",1966,15.6047434,111.967
"711",1967,15.9872773,209.342
"712",1968,16.9370165,199.25
"713",1969,17.7284659,180.512
"714",1970,19.1266931,163.665
"715",1971,20.8546909,54.823
"716",1972,22.4507805,83.163
"717",1973,24.8251286,133.258
"718",1974,29.6,189.59
"719",1975,37,202.19
"720",1976,42.6,255.378
"721",1977,47.8,254.72
"722",1978,51.8,298.86
"723",1979,60.7,931.07
"724",1980,69.9,700.76
"725",1981,78.3,513.23
"726",1982,82.5,654.5
"727",1983,86.9,639.59
"728",1984,90.9,561.04
"729",1985,96,405.21
"730",1986,99.6,373.1
"731",1987,103.3,600
"732",1988,110.3,609.8
"733",1989,118.8,670.721871
"734",1990,129.9,450.7774968
"735",1991,135.7,431.1694058
"736",1992,139.2,506.994311
"737",1993,141.9,718.0733249
"738",1994,146,648.6940582
"739",1995,150.7,687.7016435
"740",1996,154.4,576.3318584
"741",1997,160,752.9506953
"742",1998,164.4,636.9292035
"743",1999,167.3,695.7117573
"744",2000,172.2,640.8299621
"745",2001,173.4,667.0714286
"746",2002,178.5,620.2206068
"747",2003,183.5,696.4835651
"748",2004,189.9,744.2939317
"749",2005,194.1,1079.884324
"750",2006,202.7,1366.287611
"751",2007,210.9,1556.04804
"752",2008,212.9,1571.671934
"753",2009,218,2184.883692
"754",2010,228.4,4109.93045
